id;type;year;species;RU_index;rid;Living_cohorts;averageHeight;averageAge;avgDeltaHPot;avgDeltaHRealized;added;addedVegetative;died;recruited;refRatio;carbonLiving;carbonGain
72;128;1;Pico;72;73;20;0.09875936806201935;2;0.11654243618249893;0.04875938594341278;0;0;0;0;0.75;0;0
72;128;1;Pima;72;73;20;0.06912326067686081;2;0.033870477229356766;0.019123252481222153;0;0;0;0;0.5;0;0
71;128;1;Bene;71;72;20;0.174417644739151;2;0.23406203091144562;0.12441767752170563;0;0;0;0;0.55;0;0
71;128;1;Pima;71;72;20;0.06874307990074158;2;0.033870477229356766;0.01874307356774807;0;0;0;0;0.5;0;0
71;128;1;Potr;71;72;20;0.12948177754878998;2;0.23406203091144562;0.0794818103313446;0;0;0;0;0.8;0;0
71;128;1;Pico;71;72;20;0.09496677666902542;2;0.11654243618249893;0.044966794550418854;0;0;0;0;0.75;0;0
70;128;1;Pico;70;71;20;0.09984904527664185;2;0.11654243618249893;0.049849070608615875;0;0;0;0;0.75;0;0
70;128;1;Pima;70;71;40;0.07133492082357407;2;0.03387046605348587;0.021334892138838768;0;0;0;0;0.5;0;0
70;128;1;Bene;70;71;20;0.19591084122657776;2;0.23406203091144562;0.14591088891029358;0;0;0;0;0.55;0;0
69;128;1;Pima;69;70;40;0.06644494086503983;2;0.03387046605348587;0.016444960609078407;0;0;0;0;0.5;0;0
69;128;1;Bene;69;70;20;0.185857355594635;2;0.23406203091144562;0.13585734367370605;0;0;0;0;0.55;0;0
69;128;1;Pico;69;70;20;0.09333426505327225;2;0.11654243618249893;0.04333425685763359;0;0;0;0;0.75;0;0
68;128;1;Pima;68;69;39;0.06849654763936996;2;0.03387046605348587;0.018496548756957054;0;0;1;0;0.5;0;4.680551827834145
68;128;1;Pico;68;69;20;0.10327474772930145;2;0.11654243618249893;0.05327477306127548;0;0;0;0;0.75;0;0
67;128;1;Pima;67;68;39;0.06730321794748306;2;0.03387046605348587;0.0173032246530056;0;0;1;0;0.5;0;4.680551827834145
67;128;1;Pico;67;68;20;0.09143590927124023;2;0.11654243618249893;0.041435934603214264;0;0;0;0;0.75;0;0
66;128;1;Pico;66;67;20;0.09730295836925507;2;0.11654243618249893;0.04730295389890671;0;0;0;0;0.75;0;0
66;128;1;Pima;66;67;40;0.0674535483121872;2;0.03387046605348587;0.017453579232096672;0;0;0;0;0.5;0;0
65;128;1;Pima;65;66;19;0.0674767717719078;2;0.033870477229356766;0.017476778477430344;0;0;1;0;0.5;0;4.680551827834145
65;128;1;Pico;65;66;20;0.10349585860967636;2;0.11654243618249893;0.0534958653151989;0;0;0;0;0.75;0;0
65;128;1;Potr;65;66;19;0.11494093388319016;2;0.23406201601028442;0.0649409368634224;0;0;1;0;0.8;0;0.3969247003403437
64;128;1;Pico;64;65;20;0.10068030655384064;2;0.11654243618249893;0.050680290907621384;0;0;0;0;0.75;0;0
64;128;1;Pima;64;65;40;0.06715638190507889;2;0.03387046605348587;0.017156366258859634;0;0;0;0;0.5;0;0
63;128;1;Pima;63;64;20;0.06695857644081116;2;0.033870477229356766;0.0169585719704628;0;0;0;0;0.5;0;0
63;128;1;Pico;63;64;20;0.10160970687866211;2;0.11654243618249893;0.05160968378186226;0;0;0;0;0.75;0;0
63;128;1;Bene;63;64;20;0.18576349318027496;2;0.23406203091144562;0.1357634961605072;0;0;0;0;0.55;0;0
62;128;1;Pima;62;63;40;0.06704135239124298;2;0.03387046605348587;0.017041368409991264;0;0;0;0;0.5;0;0
62;128;1;Pico;62;63;20;0.09030000865459442;2;0.11654243618249893;0.04030001908540726;0;0;0;0;0.75;0;0
62;128;1;Bene;62;63;19;0.19361981749534607;2;0.23406201601028442;0.1436198353767395;0;0;1;0;0.55;0;1.2842052921748146
61;128;1;Pima;61;62;20;0.06704137474298477;2;0.033870477229356766;0.017041366547346115;0;0;0;0;0.5;0;0
61;128;1;Pico;61;62;20;0.09317858517169952;2;0.11654243618249893;0.04317859187722206;0;0;0;0;0.75;0;0
60;128;1;Pima;60;61;18;0.0679321363568306;2;0.033870477229356766;0.01793212629854679;0;0;2;0;0.5;0;9.36110365566829
60;128;1;Pico;60;61;20;0.09081264585256577;2;0.11654243618249893;0.040812645107507706;0;0;0;0;0.75;0;0
59;128;1;Pico;59;60;20;0.09965074807405472;2;0.11654243618249893;0.04965076595544815;0;0;0;0;0.75;0;0
59;128;1;Pima;59;60;19;0.06821084022521973;2;0.033870477229356766;0.018210843205451965;0;0;1;0;0.5;0;4.680551827834145
58;128;1;Pico;58;59;20;0.08861302584409714;2;0.11654243618249893;0.03861302509903908;0;0;0;0;0.75;0;0
58;128;1;Pima;58;59;20;0.06643973290920258;2;0.033870477229356766;0.016439730301499367;0;0;0;0;0.5;0;0
57;128;1;Bene;57;58;17;0.16896624863147736;2;0.23406200110912323;0.11896625906229019;0;0;3;0;0.55;0;3.8526158954358554
57;128;1;Pico;57;58;20;0.10073114931583405;2;0.11654243618249893;0.05073113366961479;0;0;0;0;0.75;0;0
57;128;1;Pima;57;58;20;0.06654802709817886;2;0.033870477229356766;0.01654801517724991;0;0;0;0;0.5;0;0
56;128;1;Pima;56;57;40;0.06588693708181381;2;0.03387046605348587;0.015886960551142693;0;0;0;0;0.5;0;0
56;128;1;Pico;56;57;20;0.09755900502204895;2;0.11654243618249893;0.047558996826410294;0;0;0;0;0.75;0;0
55;128;1;Pico;55;56;20;0.0922759547829628;2;0.11654243618249893;0.04227594658732414;0;0;0;0;0.75;0;0
55;128;1;Bene;55;56;20;0.16667841374874115;2;0.23406203091144562;0.11667843908071518;0;0;0;0;0.55;0;0
55;128;1;Pima;55;56;20;0.06765122711658478;2;0.033870477229356766;0.017651217058300972;0;0;0;0;0.5;0;0
54;128;1;Pico;54;55;20;0.08112888783216476;2;0.11654243618249893;0.031128887087106705;0;0;0;0;0.75;0;0
54;128;1;Pima;54;55;19;0.06370741128921509;2;0.033870477229356766;0.013707415200769901;0;0;1;0;0.5;0;4.680551827834145
54;128;1;Potr;54;55;20;0.11314988136291504;2;0.23406203091144562;0.06314989179372787;0;0;0;0;0.8;0;0
53;128;1;Potr;53;54;20;0.11802544444799423;2;0.23406203091144562;0.06802547723054886;0;0;0;0;0.8;0;0
53;128;1;Pima;53;54;60;0.06600971519947052;2;0.03387046605348587;0.01600969396531582;0;0;0;0;0.5;0;0
53;128;1;Bene;53;54;20;0.1659460812807083;2;0.23406203091144562;0.11594609171152115;0;0;0;0;0.55;0;0
53;128;1;Pico;53;54;20;0.08392030000686646;2;0.11654243618249893;0.03392031788825989;0;0;0;0;0.75;0;0
52;128;1;Pico;52;53;20;0.091188944876194;2;0.11654243618249893;0.04118896275758743;0;0;0;0;0.75;0;0
52;128;1;Potr;52;53;40;0.11802546679973602;2;0.2340621054172516;0.06802547723054886;0;0;0;0;0.8;0;0
52;128;1;Pima;52;53;40;0.06506793946027756;2;0.03387046605348587;0.015067939646542072;0;0;0;0;0.5;0;0
51;128;1;Pima;51;52;97;0.06458178907632828;2;0.03387046232819557;0.014581731520593166;0;0;3;0;0.5;0;14.041655551086734
51;128;1;Pico;51;52;20;0.08637063205242157;2;0.11654243618249893;0.0363706536591053;0;0;0;0;0.75;0;0
50;128;1;Pima;50;51;39;0.06642820686101913;2;0.03387046605348587;0.016428211703896523;0;0;1;0;0.5;0;4.680551827834145
50;128;1;Pico;50;51;20;0.09456314146518707;2;0.11654243618249893;0.0445631667971611;0;0;0;0;0.75;0;0
50;128;1;Potr;50;51;20;0.11253398656845093;2;0.23406203091144562;0.06253398954868317;0;0;0;0;0.8;0;0
49;128;1;Pico;49;50;20;0.08987228572368622;2;0.11654243618249893;0.03987230733036995;0;0;0;0;0.75;0;0
49;128;1;Pima;49;50;60;0.06494966894388199;2;0.03387046605348587;0.014949670992791653;0;0;0;0;0.5;0;0
49;128;1;Bene;49;50;20;0.15745404362678528;2;0.23406203091144562;0.1074540838599205;0;0;0;0;0.55;0;0
48;128;1;Pima;48;49;20;0.06739044189453125;2;0.033870477229356766;0.017390433698892593;0;0;0;0;0.5;0;0
48;128;1;Potr;48;49;19;0.11582525074481964;2;0.23406201601028442;0.06582524627447128;0;0;1;0;0.8;0;0.3969247003403437
48;128;1;Bene;48;49;20;0.16416993737220764;2;0.23406203091144562;0.11416997015476227;0;0;0;0;0.55;0;0
48;128;1;Pico;48;49;20;0.08987228572368622;2;0.11654243618249893;0.03987230733036995;0;0;0;0;0.75;0;0
47;128;1;Pico;47;48;20;0.08993731439113617;2;0.11654243618249893;0.03993732109665871;0;0;0;0;0.75;0;0
47;128;1;Pima;47;48;19;0.0664103776216507;2;0.033870477229356766;0.01641036942601204;0;0;1;0;0.5;0;4.680551827834145
46;128;1;Pima;46;47;79;0.06440632790327072;2;0.03387046605348587;0.014406293630599976;0;0;1;0;0.5;0;4.680551827834145
46;128;1;Pico;46;47;20;0.07870446145534515;2;0.11654243618249893;0.028704460710287094;0;0;0;0;0.75;0;0
45;128;1;Pima;45;46;40;0.06585876643657684;2;0.03387046605348587;0.015858732163906097;0;0;0;0;0.5;0;0
45;128;1;Pico;45;46;20;0.09784077852964401;2;0.11654243618249893;0.047840770334005356;0;0;0;0;0.75;0;0
44;128;1;Pico;44;45;19;0.08479390293359756;2;0.11654243618249893;0.03479389473795891;0;0;1;0;0.75;0;1.2537396453573397
44;128;1;Pima;44;45;20;0.06381306052207947;2;0.033870477229356766;0.01381304394453764;0;0;0;0;0.5;0;0
43;128;1;Pico;43;44;20;0.0858805850148201;2;0.11654243618249893;0.03588057681918144;0;0;0;0;0.75;0;0
43;128;1;Pima;43;44;60;0.06523685157299042;2;0.03387046605348587;0.015236820094287395;0;0;0;0;0.5;0;0
43;128;1;Potr;43;44;20;0.10599164664745331;2;0.23406203091144562;0.05599167197942734;0;0;0;0;0.8;0;0
42;128;1;Pico;42;43;20;0.07631242275238037;2;0.11654243618249893;0.02631242200732231;0;0;0;0;0.75;0;0
42;128;1;Pima;42;43;20;0.06585874408483505;2;0.033870477229356766;0.015858735889196396;0;0;0;0;0.5;0;0
42;128;1;Potr;42;43;20;0.10999105870723724;2;0.23406203091144562;0.059991080313920975;0;0;0;0;0.8;0;0
41;128;1;Pico;41;42;20;0.0958377867937088;2;0.11654243618249893;0.04583779722452164;0;0;0;0;0.75;0;0
41;128;1;Pima;41;42;99;0.063876673579216;2;0.03387046232819557;0.013876642100512981;0;0;1;0;0.5;0;4.680551827834145
41;128;1;Bene;41;42;20;0.12564705312252045;2;0.23406203091144562;0.07564706355333328;0;0;0;0;0.55;0;0
40;128;1;Pico;40;41;20;0.0958377867937088;2;0.11654243618249893;0.04583779722452164;0;0;0;0;0.75;0;0
40;128;1;Pima;40;41;60;0.0644279196858406;2;0.03387046605348587;0.0144279133528471;0;0;0;0;0.5;0;0
40;128;1;Potr;40;41;19;0.10945039987564087;2;0.23406201601028442;0.05945039540529251;0;0;1;0;0.8;0;0.3969247003403437
39;128;1;Pico;39;40;20;0.09144897013902664;2;0.11654243618249893;0.041448984295129776;0;0;0;0;0.75;0;0
39;128;1;Pima;39;40;79;0.06420106440782547;2;0.03387046605348587;0.014201034791767597;0;0;1;0;0.5;0;4.680551827834145
38;128;1;Pico;38;39;20;0.09388714283704758;2;0.11654243618249893;0.04388716071844101;0;0;0;0;0.75;0;0
38;128;1;Pima;38;39;98;0.0655224546790123;2;0.03387046232819557;0.015522405505180359;0;0;2;0;0.5;0;9.36110365566829
37;128;1;Pima;37;38;60;0.0656406581401825;2;0.03387046605348587;0.01564064249396324;0;0;0;0;0.5;0;0
37;128;1;Bene;37;38;20;0.16895464062690735;2;0.23406203091144562;0.1189546212553978;0;0;0;0;0.55;0;0
37;128;1;Potr;37;38;20;0.11594405025243759;2;0.23406203091144562;0.06594406068325043;0;0;0;0;0.8;0;0
37;128;1;Pico;37;38;20;0.0843781903386116;2;0.11654243618249893;0.03437820449471474;0;0;0;0;0.75;0;0
36;128;1;Potr;36;37;20;0.10357954353094101;2;0.23406203091144562;0.05357954651117325;0;0;0;0;0.8;0;0
36;128;1;Pico;36;37;20;0.07946701347827911;2;0.11654243618249893;0.029467031359672546;0;0;0;0;0.75;0;0
36;128;1;Pima;36;37;80;0.06603966653347015;2;0.03387046605348587;0.016039637848734856;0;0;0;0;0.5;0;0
35;128;1;Pima;35;36;60;0.06571445614099503;2;0.03387046605348587;0.015714503824710846;0;0;0;0;0.5;0;0
35;128;1;Pico;35;36;20;0.09028904139995575;2;0.11654243618249893;0.0402890220284462;0;0;0;0;0.75;0;0
34;128;1;Pima;34;35;40;0.06482714414596558;2;0.03387046605348587;0.014827144332230091;0;0;0;0;0.5;0;0
34;128;1;Pico;34;35;20;0.09562413394451141;2;0.11654243618249893;0.04562414810061455;0;0;0;0;0.75;0;0
34;128;1;Bene;34;35;20;0.16512064635753632;2;0.23406203091144562;0.11512063443660736;0;0;0;0;0.55;0;0
33;128;1;Pico;33;34;20;0.1027068942785263;2;0.11654243618249893;0.05270688980817795;0;0;0;0;0.75;0;0
33;128;1;Pima;33;34;20;0.06543208658695221;2;0.033870477229356766;0.015432091429829597;0;0;0;0;0.5;0;0
33;128;1;Bene;33;34;19;0.18470801413059235;2;0.23406201601028442;0.1347080022096634;0;0;1;0;0.55;0;1.2842052921748146
32;128;1;Pima;32;33;40;0.06746991723775864;2;0.03387046605348587;0.017469946295022964;0;0;0;0;0.5;0;0
32;128;1;Pico;32;33;20;0.08689481765031815;2;0.11654243618249893;0.03689482435584068;0;0;0;0;0.75;0;0
31;128;1;Pima;31;32;20;0.06561137735843658;2;0.033870477229356766;0.015611374750733376;0;0;0;0;0.5;0;0
31;128;1;Pico;31;32;20;0.09527063369750977;2;0.11654243618249893;0.045270659029483795;0;0;0;0;0.75;0;0
30;128;1;Pima;30;31;80;0.06752089411020279;2;0.03387046605348587;0.017520897090435028;0;0;0;0;0.5;0;0
30;128;1;Pico;30;31;20;0.0928209125995636;2;0.11654243618249893;0.04282092675566673;0;0;0;0;0.75;0;0
29;128;1;Pico;29;30;20;0.09774617850780487;2;0.11654243618249893;0.0477462001144886;0;0;0;0;0.75;0;0
29;128;1;Pima;29;30;40;0.06762432307004929;2;0.03387046605348587;0.017624331638216972;0;0;0;0;0.5;0;0
28;128;1;Pima;28;29;20;0.06802498549222946;2;0.033870477229356766;0.018024992197752;0;0;0;0;0.5;0;0
28;128;1;Pico;28;29;20;0.09335439652204514;2;0.11654243618249893;0.04335441812872887;0;0;0;0;0.75;0;0
27;128;1;Pima;27;28;20;0.06802498549222946;2;0.033870477229356766;0.018024992197752;0;0;0;0;0.5;0;0
27;128;1;Pico;27;28;20;0.09064474701881409;2;0.11654243618249893;0.04064476862549782;0;0;0;0;0.75;0;0
26;128;1;Pico;26;27;20;0.09522189199924469;2;0.11654243618249893;0.04522191733121872;0;0;0;0;0.75;0;0
26;128;1;Pima;26;27;39;0.06440620869398117;2;0.03387046605348587;0.014406222850084305;0;0;1;0;0.5;0;4.680551827834145
25;128;1;Pico;25;26;20;0.09535247087478638;2;0.11654243618249893;0.045352451503276825;0;0;0;0;0.75;0;0
25;128;1;Pima;25;26;20;0.06987078487873077;2;0.033870477229356766;0.01987077295780182;0;0;0;0;0.5;0;0
24;128;1;Pima;24;25;60;0.06733480840921402;2;0.03387046605348587;0.017334798350930214;0;0;0;0;0.5;0;0
24;128;1;Pico;24;25;20;0.0906018316745758;2;0.11654243618249893;0.04060184583067894;0;0;0;0;0.75;0;0
23;128;1;Pima;23;24;60;0.06742541491985321;2;0.03387046605348587;0.01742546074092388;0;0;0;0;0.5;0;0
23;128;1;Pico;23;24;20;0.09004659950733185;2;0.11654243618249893;0.04004662111401558;0;0;0;0;0.75;0;0
22;128;1;Pico;22;23;20;0.09605804085731506;2;0.11654243618249893;0.046058036386966705;0;0;0;0;0.75;0;0
22;128;1;Pima;22;23;40;0.06754006445407867;2;0.03387046605348587;0.017540056258440018;0;0;0;0;0.5;0;0
21;128;1;Pico;21;22;20;0.09904919564723969;2;0.11654243618249893;0.04904923215508461;0;0;0;0;0.75;0;0
21;128;1;Pima;21;22;39;0.06698208302259445;2;0.03387046605348587;0.016982080414891243;0;0;1;0;0.5;0;4.680551827834145
20;128;1;Pima;20;21;40;0.06495518237352371;2;0.03387046605348587;0.014955185353755951;0;0;0;0;0.5;0;0
20;128;1;Pico;20;21;20;0.0908743366599083;2;0.11654243618249893;0.040874358266592026;0;0;0;0;0.75;0;0
19;128;1;Pima;19;20;58;0.06838682293891907;2;0.03387046605348587;0.01838686503469944;0;0;2;0;0.5;0;9.36110365566829
19;128;1;Pico;19;20;20;0.09271636605262756;2;0.11654243618249893;0.04271639510989189;0;0;0;0;0.75;0;0
18;128;1;Pima;18;19;40;0.06793824583292007;2;0.03387046605348587;0.017938245087862015;0;0;0;0;0.5;0;0
18;128;1;Pico;18;19;20;0.08768939226865768;2;0.11654243618249893;0.03768939524888992;0;0;0;0;0.75;0;0
17;128;1;Pico;17;18;20;0.09045938402414322;2;0.11654243618249893;0.04045938327908516;0;0;0;0;0.75;0;0
17;128;1;Pima;17;18;20;0.06794735789299011;2;0.033870477229356766;0.0179473664611578;0;0;0;0;0.5;0;0
16;128;1;Pima;16;17;100;0.06708861142396927;2;0.03387046232819557;0.017088690772652626;0;0;0;0;0.5;0;0
16;128;1;Pico;16;17;20;0.0931301862001419;2;0.11654243618249893;0.04313020780682564;0;0;0;0;0.75;0;0
15;128;1;Pima;15;16;40;0.06789793074131012;2;0.03387046605348587;0.01789795607328415;0;0;0;0;0.5;0;0
15;128;1;Pico;15;16;20;0.1037961021065712;2;0.11654243618249893;0.05379609391093254;0;0;0;0;0.75;0;0
14;128;1;Pico;14;15;20;0.07957927882671356;2;0.11654243618249893;0.029579292982816696;0;0;0;0;0.75;0;0
14;128;1;Pima;14;15;38;0.06716420501470566;2;0.03387046977877617;0.017164211720228195;0;0;2;0;0.5;0;9.36110365566829
13;128;1;Pico;13;14;19;0.095476895570755;2;0.11654243618249893;0.04547690972685814;0;0;1;0;0.75;0;1.2537396453573397
13;128;1;Pima;13;14;20;0.07009050995111465;2;0.033870477229356766;0.020090501755475998;0;0;0;0;0.5;0;0
12;128;1;Pima;12;13;19;0.0668748989701271;2;0.033870477229356766;0.016874898225069046;0;0;1;0;0.5;0;4.680551827834145
12;128;1;Pico;12;13;20;0.0799936056137085;2;0.11654243618249893;0.029993614181876183;0;0;0;0;0.75;0;0
11;128;1;Pima;11;12;20;0.06766597926616669;2;0.033870477229356766;0.017665985971689224;0;0;0;0;0.5;0;0
11;128;1;Pico;11;12;20;0.09532544761896133;2;0.11654243618249893;0.045325469225645065;0;0;0;0;0.75;0;0
10;128;1;Pima;10;11;59;0.06399019807577133;2;0.03387046605348587;0.013990197330713272;0;0;1;0;0.5;0;4.680551827834145
10;128;1;Pico;10;11;20;0.09502792358398438;2;0.11654243618249893;0.045027926564216614;0;0;0;0;0.75;0;0
9;128;1;Pico;9;10;20;0.09237922728061676;2;0.11654243618249893;0.0423792228102684;0;0;0;0;0.75;0;0
9;128;1;Pima;9;10;58;0.06778926402330399;2;0.03387046605348587;0.017789259552955627;0;0;2;0;0.5;0;9.36110365566829
8;128;1;Pico;8;9;20;0.07861443608999252;2;0.11654243618249893;0.028614452108740807;0;0;0;0;0.75;0;0
8;128;1;Bene;8;9;20;0.15135321021080017;2;0.23406203091144562;0.1013532429933548;0;0;0;0;0.55;0;0
8;128;1;Potr;8;9;60;0.11137451976537704;2;0.23406213521957397;0.06137445941567421;0;0;0;0;0.8;0;0
8;128;1;Pima;8;9;20;0.06216499209403992;2;0.033870477229356766;0.012164998799562454;0;0;0;0;0.5;0;0
7;128;1;Pima;7;8;40;0.06449180841445923;2;0.03387046605348587;0.014491790905594826;0;0;0;0;0.5;0;0
7;128;1;Bene;7;8;20;0.1376510113477707;2;0.23406203091144562;0.08765104413032532;0;0;0;0;0.55;0;0
7;128;1;Potr;7;8;20;0.12401054799556732;2;0.23406203091144562;0.07401052862405777;0;0;0;0;0.8;0;0
7;128;1;Pico;7;8;20;0.08076918125152588;2;0.11654243618249893;0.030769169330596924;0;0;0;0;0.75;0;0
6;128;1;Pima;6;7;80;0.06566344201564789;2;0.03387046605348587;0.01566338911652565;0;0;0;0;0.5;0;0
6;128;1;Pico;6;7;20;0.09147680550813675;2;0.11654243618249893;0.04147681966423988;0;0;0;0;0.75;0;0
5;128;1;Pico;5;6;20;0.09424637258052826;2;0.11654243618249893;0.04424634948372841;0;0;0;0;0.75;0;0
5;128;1;Pima;5;6;39;0.06508588790893555;2;0.03387046605348587;0.0150858573615551;0;0;1;0;0.5;0;4.680551827834145
4;128;1;Pima;4;5;40;0.06620649993419647;2;0.03387046605348587;0.016206489875912666;0;0;0;0;0.5;0;0
4;128;1;Pico;4;5;20;0.08901546895503998;2;0.11654243618249893;0.03901549056172371;0;0;0;0;0.75;0;0
3;128;1;Pima;3;4;60;0.06654413789510727;2;0.03387046605348587;0.016544129699468613;0;0;0;0;0.5;0;0
3;128;1;Pico;3;4;20;0.09421753138303757;2;0.11654243618249893;0.0442175567150116;0;0;0;0;0.75;0;0
2;128;1;Pima;2;3;39;0.06673479825258255;2;0.03387046605348587;0.01673479937016964;0;0;1;0;0.5;0;4.680551827834145
2;128;1;Pico;2;3;20;0.09194522351026535;2;0.11654243618249893;0.04194524884223938;0;0;0;0;0.75;0;0
1;128;1;Pico;1;2;20;0.09718839079141617;2;0.11654243618249893;0.0471884086728096;0;0;0;0;0.75;0;0
1;128;1;Pima;1;2;39;0.06621183454990387;2;0.03387046605348587;0.01621183753013611;0;0;1;0;0.5;0;4.680551827834145
0;128;1;Pico;0;1;20;0.0886923223733902;2;0.11654243618249893;0.038692306727170944;0;0;0;0;0.75;0;0
0;128;1;Pima;0;1;40;0.0655633807182312;2;0.03387046605348587;0.01556339394301176;0;0;0;0;0.5;0;0
0;128;1;Bene;0;1;20;0.16398465633392334;2;0.23406203091144562;0.11398466676473618;0;0;0;0;0.55;0;0
